Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Gender,Scholarship holder,Unemployment rate,Inflation rate,GDP,Target,Adult
1,17,2,9238,1,Complete Secondary Education,133.0,Higher Education - Undergraduate,Complete Secondary Education,Professionals,Technicians,136.2,1,0,0,0,7.6,2.6,0.32,1,0
1,17,1,9254,1,Complete Secondary Education,125.0,Incomplete Secondary Education,Incomplete Secondary Education,Agriculture and Fishery,Administrative,118.0,1,0,0,1,9.4,-0.8,-3.12,1,0
1,1,1,9070,1,Complete Secondary Education,124.0,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Technicians,126.8,0,0,0,1,13.9,-0.3,0.79,1,0
1,1,6,9500,1,Complete Secondary Education,140.0,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Agriculture and Fishery,128.5,1,0,0,1,9.4,-0.8,-3.12,1,0
1,17,1,9254,1,Complete Secondary Education,140.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Professionals,129.9,0,0,0,1,9.4,-0.8,-3.12,1,0
1,17,4,9773,1,Complete Secondary Education,137.0,Complete Secondary Education,Complete Secondary Education,Administrative,Administrative,125.8,0,0,1,0,12.7,3.7,-1.7,0,0
1,17,1,171,1,Complete Secondary Education,144.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,129.3,1,0,1,1,7.6,2.6,0.32,1,0
1,1,6,9500,1,Complete Secondary Education,138.0,Higher Education - Undergraduate,Incomplete Secondary Education,Management,Professionals,124.7,1,0,1,0,16.2,0.3,-0.92,0,0
1,39,1,9003,1,Complete Secondary Education,130.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Technicians,154.9,0,0,1,0,8.9,1.4,3.51,0,1
1,17,1,9119,1,Complete Secondary Education,142.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,127.3,0,0,1,0,16.2,0.3,-0.92,1,0
1,1,1,171,1,Complete Secondary Education,136.0,Other Specific Qualifications,Incomplete Secondary Education,Administrative,Craft and Related Trades,129.0,1,0,1,1,13.9,-0.3,0.79,1,0
1,1,2,9773,1,Complete Secondary Education,133.1,Other Specific Qualifications,Incomplete Secondary Education,Technicians,Agriculture and Fishery,98.0,1,0,1,1,15.5,2.8,-4.06,1,0
1,17,2,9147,1,Complete Secondary Education,130.0,Complete Secondary Education,Other Specific Qualifications,Administrative,Agriculture and Fishery,122.0,1,0,1,0,10.8,1.4,1.74,1,0
1,43,1,9070,1,Complete Secondary Education,117.0,Complete Secondary Education,Complete Secondary Education,Technicians,Agriculture and Fishery,112.5,1,0,1,0,13.9,-0.3,0.79,1,0
1,1,3,9147,1,Complete Secondary Education,136.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,127.3,1,0,1,0,12.7,3.7,-1.7,0,0
1,39,2,9556,1,Complete Secondary Education,133.1,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Elementary Occupations,100.5,0,0,1,0,11.1,0.6,2.02,0,1
1,39,1,8014,0,Complete Secondary Education,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,122.0,1,0,1,0,12.4,0.5,1.79,0,1
1,39,1,9500,1,Complete Secondary Education,150.0,Other Specific Qualifications,Higher Education - Undergraduate,Plant and Machine Operators,Management,140.0,0,0,1,0,15.5,2.8,-4.06,1,1
1,17,2,9254,1,Complete Secondary Education,121.0,Incomplete Secondary Education,Other Specific Qualifications,Service and Sales,Service and Sales,116.1,1,0,1,0,15.5,2.8,-4.06,1,0
2,7,1,171,1,Higher Education - Bachelor/Degree,120.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,130.0,1,0,1,0,7.6,2.6,0.32,0,1
1,5,2,9070,1,Complete Secondary Education,143.0,Complete Secondary Education,Complete Secondary Education,Technicians,Elementary Occupations,146.2,1,0,1,0,16.2,0.3,-0.92,1,0
1,44,1,9119,1,Other,180.0,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Craft and Related Trades,180.0,0,0,1,1,12.4,0.5,1.79,1,0
1,1,5,9147,1,Complete Secondary Education,132.0,Other Specific Qualifications,Other Specific Qualifications,Professionals,Professionals,127.8,1,0,1,0,11.1,0.6,2.02,0,0
1,43,1,9147,1,Complete Secondary Education,130.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Craft and Related Trades,130.8,0,0,1,0,16.2,0.3,-0.92,1,1
1,17,2,9147,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Technicians,Agriculture and Fishery,109.0,1,0,1,1,10.8,1.4,1.74,1,1
1,1,5,9773,1,Complete Secondary Education,131.0,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Administrative,132.4,1,0,1,0,11.1,0.6,2.02,0,0
1,1,3,9500,1,Complete Secondary Education,149.0,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,129.3,1,0,1,0,12.7,3.7,-1.7,1,0
1,1,1,9070,1,Complete Secondary Education,124.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,125.4,1,0,1,0,9.4,-0.8,-3.12,1,0
1,1,1,9119,1,Complete Secondary Education,126.0,Other Specific Qualifications,Incomplete Secondary Education,Administrative,Administrative,130.2,0,0,1,0,10.8,1.4,1.74,1,0
1,1,1,9238,1,Complete Secondary Education,140.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,132.0,0,0,1,0,16.2,0.3,-0.92,0,0
1,44,1,9003,1,Other,170.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,170.0,1,0,1,0,12.4,0.5,1.79,1,1
1,1,2,9773,1,Complete Secondary Education,133.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Technicians,130.2,0,0,1,0,8.9,1.4,3.51,1,0
1,18,2,9556,1,Complete Secondary Education,126.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,115.5,0,0,1,0,8.9,1.4,3.51,1,0
1,16,2,9147,1,Complete Secondary Education,129.0,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Plant and Machine Operators,127.6,1,0,1,0,10.8,1.4,1.74,0,0
1,7,1,9773,1,Other,140.0,Incomplete Secondary Education,Complete Secondary Education,Technicians,Craft and Related Trades,140.0,0,0,1,0,11.1,0.6,2.02,1,1
1,1,1,9070,1,Complete Secondary Education,130.0,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Craft and Related Trades,120.2,1,0,1,0,12.7,3.7,-1.7,1,1
1,39,1,9500,1,Complete Secondary Education,130.0,Complete Secondary Education,Complete Secondary Education,Technicians,Plant and Machine Operators,150.0,0,0,1,0,12.7,3.7,-1.7,1,1
1,1,2,9500,1,Complete Secondary Education,99.0,Complete Secondary Education,Higher Education - Undergraduate,Administrative,Elementary Occupations,100.0,1,0,1,0,13.9,-0.3,0.79,1,0
1,43,1,9119,1,Complete Secondary Education,146.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Professionals,100.0,0,0,1,0,13.9,-0.3,0.79,1,0
1,17,1,171,1,Complete Secondary Education,129.0,Other Specific Qualifications,Other Specific Qualifications,Technicians,Service and Sales,128.0,0,0,1,0,9.4,-0.8,-3.12,0,0
1,1,2,9500,1,Complete Secondary Education,132.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,128.0,1,0,1,1,10.8,1.4,1.74,1,0
1,43,3,9254,1,Complete Secondary Education,110.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,107.2,1,0,1,0,7.6,2.6,0.32,0,0
1,1,1,9670,1,Complete Secondary Education,116.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Professionals,Professionals,110.1,1,0,1,0,12.4,0.5,1.79,1,0
1,43,1,9003,1,Complete Secondary Education,119.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,119.0,0,0,1,0,15.5,2.8,-4.06,0,1
2,39,1,9773,1,Complete Secondary Education,120.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Professionals,155.5,0,0,1,0,12.7,3.7,-1.7,0,1
1,1,1,9070,1,Complete Secondary Education,117.0,Complete Secondary Education,Complete Secondary Education,Professionals,Plant and Machine Operators,118.4,0,0,1,0,16.2,0.3,-0.92,1,0
1,1,4,171,1,Complete Secondary Education,137.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Craft and Related Trades,141.2,1,0,1,0,11.1,0.6,2.02,1,0
1,1,1,171,1,Complete Secondary Education,124.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,119.1,1,0,1,0,16.2,0.3,-0.92,0,0
1,43,1,9147,1,Complete Secondary Education,151.0,Complete Secondary Education,Higher Education - Undergraduate,Management,Management,111.0,0,0,1,0,15.5,2.8,-4.06,0,1
1,17,2,9254,1,Complete Secondary Education,118.0,Incomplete Secondary Education,Incomplete Secondary Education,Administrative,Agriculture and Fishery,121.2,0,0,1,1,15.5,2.8,-4.06,1,0
1,1,1,171,1,Complete Secondary Education,136.0,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Craft and Related Trades,150.4,1,0,1,1,12.4,0.5,1.79,1,1
1,1,1,9254,1,Complete Secondary Education,123.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Technicians,117.8,0,0,1,0,10.8,1.4,1.74,1,0
1,39,1,9254,1,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Technicians,Administrative,102.5,0,0,1,0,16.2,0.3,-0.92,0,1
1,39,1,9130,1,Complete Secondary Education,130.0,Incomplete Secondary Education,Complete Secondary Education,Other,Other,110.0,0,0,1,0,16.2,0.3,-0.92,1,1
1,39,1,9085,1,Basic Education (3rd Cycle),133.1,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Craft and Related Trades,138.3,1,0,1,0,8.9,1.4,3.51,1,1
1,39,1,9254,1,Complete Secondary Education,150.0,Higher Education - Undergraduate,Complete Secondary Education,Professionals,Technicians,122.3,0,0,1,0,13.9,-0.3,0.79,1,1
2,39,1,9991,0,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,127.8,0,0,1,0,7.6,2.6,0.32,1,1
1,43,1,9119,1,Complete Secondary Education,128.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Agriculture and Fishery,100.0,0,0,1,0,13.9,-0.3,0.79,1,0
1,17,4,9500,1,Complete Secondary Education,133.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Agriculture and Fishery,126.4,1,0,1,1,11.1,0.6,2.02,1,0
1,39,1,9254,1,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Other,Other,100.0,0,0,1,0,7.6,2.6,0.32,0,1
1,17,4,9238,1,Complete Secondary Education,129.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Craft and Related Trades,117.1,1,0,1,0,8.9,1.4,3.51,1,1
1,17,1,9500,1,Complete Secondary Education,128.0,Complete Secondary Education,Complete Secondary Education,Technicians,Administrative,124.7,0,0,1,1,15.5,2.8,-4.06,1,0
1,43,2,9500,1,Complete Secondary Education,136.0,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Elementary Occupations,124.1,0,0,1,1,9.4,-0.8,-3.12,1,1
1,44,1,9119,1,Complete Secondary Education,130.0,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Craft and Related Trades,129.4,1,0,1,0,13.9,-0.3,0.79,0,1
1,1,1,9130,1,Complete Secondary Education,141.0,Complete Secondary Education,Complete Secondary Education,Technicians,Elementary Occupations,138.9,1,0,1,0,10.8,1.4,1.74,1,0
1,44,1,9238,1,Other,140.0,Complete Secondary Education,Complete Secondary Education,Technicians,Professionals,138.6,0,0,1,0,13.9,-0.3,0.79,0,1
1,16,1,171,1,Complete Secondary Education,122.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,133.9,1,0,1,0,12.4,0.5,1.79,0,1
1,7,1,9085,1,Other,140.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,140.0,0,0,1,0,11.1,0.6,2.02,0,1
1,39,1,9119,1,Basic Education (3rd Cycle),133.1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,95.1,0,0,1,0,10.8,1.4,1.74,0,1
1,39,1,9991,0,Complete Secondary Education,120.0,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Administrative,128.2,0,0,1,0,12.7,3.7,-1.7,0,1
1,39,1,9254,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,121.5,0,0,1,0,16.2,0.3,-0.92,0,1
1,7,1,33,1,Other,120.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Service and Sales,120.0,1,0,1,0,11.1,0.6,2.02,0,1
1,44,1,9003,1,Other,130.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,130.0,0,0,1,0,15.5,2.8,-4.06,1,0
1,7,1,9070,1,Higher Education - Bachelor/Degree,120.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,120.0,0,0,1,0,12.7,3.7,-1.7,0,1
2,39,1,8014,0,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,107.0,0,0,1,0,12.7,3.7,-1.7,1,1
1,1,2,9670,1,Complete Secondary Education,122.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,116.1,0,0,1,1,11.1,0.6,2.02,1,0
1,43,1,9147,1,Complete Secondary Education,123.0,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,114.4,0,0,1,0,15.5,2.8,-4.06,0,1
1,1,1,9254,1,Complete Secondary Education,178.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Professionals,157.7,0,0,1,0,15.5,2.8,-4.06,0,1
1,39,1,9003,1,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,150.0,0,0,1,0,11.1,0.6,2.02,0,1
1,1,1,9853,1,Complete Secondary Education,110.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Technicians,114.3,1,0,1,0,7.6,2.6,0.32,1,1
1,18,1,9085,1,Complete Secondary Education,106.0,Complete Secondary Education,Incomplete Secondary Education,Professionals,Administrative,104.6,0,0,1,0,11.1,0.6,2.02,1,1
1,7,1,9003,1,Higher Education - Bachelor/Degree,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Technicians,140.0,0,0,1,0,15.5,2.8,-4.06,0,1
1,1,4,9147,1,Complete Secondary Education,108.0,Higher Education - Undergraduate,Complete Secondary Education,Professionals,Technicians,109.1,1,0,1,0,12.4,0.5,1.79,0,0
1,43,1,9500,1,Complete Secondary Education,120.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Technicians,120.6,0,0,1,0,16.2,0.3,-0.92,0,0
2,39,1,9991,0,Complete Secondary Education,100.0,Other Specific Qualifications,Other Specific Qualifications,Management,Management,161.9,0,0,1,0,16.2,0.3,-0.92,0,1
2,7,1,9991,0,Higher Education - Bachelor/Degree,140.0,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,140.0,1,0,1,0,7.6,2.6,0.32,0,1
1,17,2,9070,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Elementary Occupations,178.0,1,0,1,1,9.4,-0.8,-3.12,1,1
2,39,1,9991,0,Other,133.1,Other Specific Qualifications,Complete Secondary Education,Administrative,Administrative,138.3,0,0,1,0,13.9,-0.3,0.79,0,1
2,1,4,8014,0,Complete Secondary Education,140.0,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,128.0,1,0,1,0,9.4,-0.8,-3.12,0,1
2,39,1,171,1,Other,100.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,139.0,0,0,1,0,10.8,1.4,1.74,0,1
1,1,2,9991,0,Complete Secondary Education,123.0,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Management,113.2,0,0,1,0,7.6,2.6,0.32,0,1
2,39,1,8014,0,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Service and Sales,Service and Sales,139.0,0,0,1,0,12.4,0.5,1.79,1,1
1,51,1,9773,1,Complete Secondary Education,135.0,Complete Secondary Education,Other Specific Qualifications,Administrative,Professionals,110.0,1,0,1,0,11.1,0.6,2.02,1,1
1,1,1,9070,1,Complete Secondary Education,132.0,Complete Secondary Education,Complete Secondary Education,Technicians,Plant and Machine Operators,136.6,1,0,1,0,7.6,2.6,0.32,1,0
2,43,1,8014,0,Complete Secondary Education,120.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Administrative,161.1,0,0,1,0,16.2,0.3,-0.92,0,1
1,43,1,9003,1,Complete Secondary Education,130.0,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Management,130.0,0,0,1,0,15.5,2.8,-4.06,1,1
1,44,1,9003,1,Other,140.0,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,140.0,0,0,1,0,15.5,2.8,-4.06,1,1
1,1,1,9254,1,Complete Secondary Education,133.1,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,121.0,0,0,1,0,8.9,1.4,3.51,0,1
1,43,1,9238,1,Other,120.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Management,118.6,0,0,1,0,13.9,-0.3,0.79,1,1
1,1,1,9070,1,Complete Secondary Education,140.0,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Technicians,138.3,0,0,1,0,13.9,-0.3,0.79,1,0
2,42,1,9147,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,115.8,0,0,1,0,10.8,1.4,1.74,0,1
1,39,1,9991,0,Complete Secondary Education,120.0,Incomplete Secondary Education,Other Specific Qualifications,Service and Sales,Craft and Related Trades,160.0,0,0,1,0,15.5,2.8,-4.06,1,1
1,17,1,9254,1,Complete Secondary Education,125.0,Complete Secondary Education,Complete Secondary Education,Professionals,Professionals,114.5,0,0,1,1,11.1,0.6,2.02,1,1
1,42,1,9119,1,Complete Secondary Education,136.0,Complete Secondary Education,Other Specific Qualifications,Administrative,Administrative,117.5,0,0,1,0,15.5,2.8,-4.06,1,0
1,39,1,9991,0,Complete Secondary Education,133.1,Higher Education - Undergraduate,Other Specific Qualifications,Management,Agriculture and Fishery,121.7,0,0,1,0,13.9,-0.3,0.79,0,1
1,42,1,9119,1,Complete Secondary Education,120.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,115.0,0,0,1,0,15.5,2.8,-4.06,0,1
1,1,1,9238,1,Complete Secondary Education,127.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Elementary Occupations,125.3,0,0,1,0,7.6,2.6,0.32,1,0
1,18,1,9147,1,Complete Secondary Education,131.0,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,131.0,0,0,1,0,9.4,-0.8,-3.12,0,1
1,1,1,9773,1,Complete Secondary Education,127.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,126.3,0,0,1,0,15.5,2.8,-4.06,1,0
1,17,1,171,1,Complete Secondary Education,132.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,127.1,0,0,1,0,7.6,2.6,0.32,0,1
1,17,3,9670,1,Complete Secondary Education,137.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Agriculture and Fishery,138.4,0,0,1,0,11.1,0.6,2.02,1,0
1,43,2,9147,1,Complete Secondary Education,126.0,Complete Secondary Education,Incomplete Secondary Education,Professionals,Professionals,100.0,1,0,1,0,16.2,0.3,-0.92,0,1
1,1,1,9238,1,Complete Secondary Education,136.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,126.2,0,0,1,0,10.8,1.4,1.74,1,1
1,1,1,9238,1,Complete Secondary Education,124.0,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,118.8,0,0,1,0,9.4,-0.8,-3.12,1,0
1,39,1,9254,1,Other,137.0,Complete Secondary Education,Complete Secondary Education,Administrative,Elementary Occupations,124.5,0,0,1,0,16.2,0.3,-0.92,0,1
1,44,1,9119,1,Other,140.0,Higher Education - Undergraduate,Other Specific Qualifications,Professionals,Management,140.0,0,0,1,0,12.4,0.5,1.79,1,1
1,17,1,9070,1,Complete Secondary Education,131.0,Incomplete Secondary Education,Incomplete Secondary Education,Agriculture and Fishery,Agriculture and Fishery,125.1,0,0,1,0,16.2,0.3,-0.92,1,0
1,1,1,9147,1,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,118.8,0,0,1,1,15.5,2.8,-4.06,1,1
1,18,5,9119,1,Complete Secondary Education,136.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Professionals,125.2,1,0,1,0,12.4,0.5,1.79,1,0
1,17,1,9147,1,Complete Secondary Education,133.1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Craft and Related Trades,95.0,0,0,1,0,11.1,0.6,2.02,0,0
1,1,3,9070,1,Complete Secondary Education,110.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,107.6,1,0,1,1,7.6,2.6,0.32,1,1
1,7,1,9130,1,Higher Education - Bachelor/Degree,140.0,Higher Education - Undergraduate,Other Specific Qualifications,Management,Professionals,140.0,1,0,1,0,12.7,3.7,-1.7,0,0
4,43,2,9991,0,Other,133.1,Higher Education - Undergraduate,Complete Secondary Education,Management,Plant and Machine Operators,125.4,0,0,1,0,10.8,1.4,1.74,0,1
1,1,1,9500,1,Complete Secondary Education,141.0,Incomplete Secondary Education,Complete Secondary Education,Other,Other,128.0,0,0,1,0,10.8,1.4,1.74,0,0
1,17,3,9119,1,Complete Secondary Education,130.0,Complete Secondary Education,Other Specific Qualifications,Professionals,Professionals,129.3,0,0,1,1,8.9,1.4,3.51,1,0
1,1,1,9238,1,Complete Secondary Education,160.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,152.0,0,0,1,1,13.9,-0.3,0.79,1,0
1,1,1,9500,1,Complete Secondary Education,140.0,Complete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,128.8,0,0,1,0,12.4,0.5,1.79,1,0
1,1,1,9147,1,Complete Secondary Education,150.0,Higher Education - Postgraduate,Incomplete Secondary Education,Other,Technicians,152.8,1,0,1,1,7.6,2.6,0.32,0,0
1,44,1,9130,1,Other,150.0,Other Specific Qualifications,Other Specific Qualifications,Service and Sales,Service and Sales,150.0,1,0,1,0,10.8,1.4,1.74,1,1
1,1,1,9238,1,Complete Secondary Education,133.1,Complete Secondary Education,Complete Secondary Education,Professionals,Technicians,112.0,0,0,1,0,12.4,0.5,1.79,1,0
1,1,1,9130,1,Complete Secondary Education,152.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Craft and Related Trades,135.6,1,0,1,0,12.7,3.7,-1.7,0,0
1,39,1,9119,1,Other,133.1,Complete Secondary Education,Complete Secondary Education,Technicians,Professionals,134.4,0,0,1,0,16.2,0.3,-0.92,0,1
1,39,1,9991,0,Complete Secondary Education,130.0,Higher Education - Undergraduate,Complete Secondary Education,Professionals,Professionals,120.5,0,0,1,0,12.7,3.7,-1.7,0,1
1,1,1,9070,1,Complete Secondary Education,148.0,Complete Secondary Education,Complete Secondary Education,Technicians,Craft and Related Trades,141.4,0,0,1,0,15.5,2.8,-4.06,0,0
1,17,1,9254,1,Complete Secondary Education,148.0,Complete Secondary Education,Complete Secondary Education,Technicians,Craft and Related Trades,145.2,0,0,1,0,16.2,0.3,-0.92,1,0
4,39,1,9238,1,Complete Secondary Education,130.0,Incomplete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Management,140.0,0,0,1,0,8.9,1.4,3.51,0,1
1,43,1,9070,1,Complete Secondary Education,160.0,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Management,100.0,0,0,1,0,13.9,-0.3,0.79,1,1
2,39,1,9991,0,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,140.0,1,0,1,0,9.4,-0.8,-3.12,0,1
1,39,1,9500,1,Complete Secondary Education,110.0,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,126.0,1,0,1,0,7.6,2.6,0.32,1,1
1,18,1,9238,1,Complete Secondary Education,122.0,Complete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Management,112.6,1,0,1,0,12.7,3.7,-1.7,1,1
2,39,1,9119,1,Complete Secondary Education,110.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,106.8,0,0,1,0,8.9,1.4,3.51,0,1
1,51,1,9119,1,Complete Secondary Education,129.0,Higher Education - Undergraduate,Other Specific Qualifications,Management,Plant and Machine Operators,121.6,1,0,1,0,7.6,2.6,0.32,1,0
2,39,1,9991,0,Complete Secondary Education,110.0,Other Specific Qualifications,Other Specific Qualifications,Management,Technicians,120.0,1,0,1,0,9.4,-0.8,-3.12,0,1
1,1,1,171,1,Complete Secondary Education,170.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Management,160.6,1,0,1,1,12.7,3.7,-1.7,1,0
2,39,1,9070,1,Basic Education (3rd Cycle),110.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Elementary Occupations,130.0,0,0,1,1,15.5,2.8,-4.06,0,1
1,43,5,8014,0,Complete Secondary Education,110.0,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,110.0,0,0,1,0,7.6,2.6,0.32,0,1
1,39,1,9003,1,Complete Secondary Education,133.1,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,110.0,1,0,1,0,16.2,0.3,-0.92,0,1
1,39,1,9003,1,Complete Secondary Education,133.1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Elementary Occupations,145.8,0,0,1,0,12.4,0.5,1.79,1,1
1,1,6,171,1,Complete Secondary Education,126.0,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,130.2,1,0,1,1,9.4,-0.8,-3.12,0,0
1,1,1,9670,1,Complete Secondary Education,137.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,122.3,0,0,1,1,12.4,0.5,1.79,1,0
1,17,4,9070,1,Complete Secondary Education,117.0,Complete Secondary Education,Complete Secondary Education,Professionals,Professionals,125.4,1,0,1,1,11.1,0.6,2.02,1,0
1,43,1,9991,0,Complete Secondary Education,100.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Technicians,130.0,0,0,1,0,15.5,2.8,-4.06,0,1
1,39,1,9130,1,Complete Secondary Education,120.0,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,150.0,0,0,1,0,12.4,0.5,1.79,0,1
1,17,5,9119,1,Complete Secondary Education,126.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Plant and Machine Operators,116.9,1,0,1,0,11.1,0.6,2.02,0,0
1,17,1,9119,1,Complete Secondary Education,122.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,114.7,0,0,1,0,11.1,0.6,2.02,1,0
